claim_id,question,family,subject,measures,text,clause,citation,quoted_value,source_task,verdict_source,inherited_verdict,gate_evidence,gate_lint,gate_identification,gate_consistency,status,blocked_by,reason,audience,action,falsifier,depends_on,notes
skilltrend-spark,skill_demand,skill_trend,google:Spark,"share of skilled postings mentioning the skill, stratified by job function","Demand for Spark at Google is moving inside job function, 0.0651 to 0.0559 of skilled postings across 1 segments","share of skilled postings, never of all postings; the direction holds in every segment tested",task-05-tables/skill-stratified-verdicts.csv#pooled_share_h2@skill=Spark,0.0559,05,skill_stratified:task-05-tables/skill-stratified-verdicts.csv#verdict@skill=Spark,insufficient_support,True,True,False,True,refused,identification,insufficient_support -> refused,hr_talent,prioritise the training and sourcing pipeline for this skill,one job function moving the other way with the same support,,
skilltrend-c-sharp,skill_demand,skill_trend,google:C#,"share of skilled postings mentioning the skill, stratified by job function","Demand for C# at Google is moving inside job function, 0.0268 to 0.0206 of skilled postings across 1 segments","share of skilled postings, never of all postings; the direction holds in every segment tested",task-05-tables/skill-stratified-verdicts.csv#pooled_share_h2@skill=C#,0.0206,05,skill_stratified:task-05-tables/skill-stratified-verdicts.csv#verdict@skill=C#,insufficient_support,True,True,False,True,refused,identification,insufficient_support -> refused,hr_talent,prioritise the training and sourcing pipeline for this skill,one job function moving the other way with the same support,,
skillgap-r-google-databricks,tech_stack,skill_gap,google|databricks:R,"difference in share of skilled postings, stratified by job function","Google asks for R in a larger share of its skilled postings than Databricks does, by 0.2093 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=R,company_a=google,company_b=databricks",0.2093,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=R,company_a=google,company_b=databricks",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-javascript-google-databricks,tech_stack,skill_gap,google|databricks:JavaScript,"difference in share of skilled postings, stratified by job function","Google asks for JavaScript in a larger share of its skilled postings than Databricks does, by 0.1129 pooled, holding in 4 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=JavaScript,company_a=google,company_b=databricks",0.1129,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=JavaScript,company_a=google,company_b=databricks",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-bigquery-google-databricks,tech_stack,skill_gap,google|databricks:BigQuery,"difference in share of skilled postings, stratified by job function","Google asks for BigQuery in a larger share of its skilled postings than Databricks does, by 0.1060 pooled, holding in 4 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=BigQuery,company_a=google,company_b=databricks",0.106,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=BigQuery,company_a=google,company_b=databricks",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-tensorflow-google-databricks,tech_stack,skill_gap,google|databricks:TensorFlow,"difference in share of skilled postings, stratified by job function","Google asks for TensorFlow in a larger share of its skilled postings than Databricks does, by 0.1006 pooled, holding in 4 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=TensorFlow,company_a=google,company_b=databricks",0.1006,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=TensorFlow,company_a=google,company_b=databricks",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-go-google-databricks,tech_stack,skill_gap,google|databricks:Go,"difference in share of skilled postings, stratified by job function","Google asks for Go in a larger share of its skilled postings than Databricks does, by 0.0806 pooled, holding in 5 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Go,company_a=google,company_b=databricks",0.0806,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Go,company_a=google,company_b=databricks",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-c-plus-plus-google-databricks,tech_stack,skill_gap,google|databricks:C++,"difference in share of skilled postings, stratified by job function","Google asks for C++ in a larger share of its skilled postings than Databricks does, by 0.0705 pooled, holding in 4 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=C++,company_a=google,company_b=databricks",0.0705,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=C++,company_a=google,company_b=databricks",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-linux-google-databricks,tech_stack,skill_gap,google|databricks:Linux,"difference in share of skilled postings, stratified by job function","Google asks for Linux in a larger share of its skilled postings than Databricks does, by 0.0630 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Linux,company_a=google,company_b=databricks",0.063,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Linux,company_a=google,company_b=databricks",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-c-google-databricks,tech_stack,skill_gap,google|databricks:C,"difference in share of skilled postings, stratified by job function","Google asks for C in a larger share of its skilled postings than Databricks does, by 0.0586 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=C,company_a=google,company_b=databricks",0.0586,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=C,company_a=google,company_b=databricks",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-sas-google-databricks,tech_stack,skill_gap,google|databricks:SAS,"difference in share of skilled postings, stratified by job function","Google asks for SAS in a larger share of its skilled postings than Databricks does, by 0.0581 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=SAS,company_a=google,company_b=databricks",0.0581,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=SAS,company_a=google,company_b=databricks",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
